,keywords,number_of_times_word_appeared,tf,idf,tf_idf
720,independent,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
786,checking,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
530,handle,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
521,written,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
759,prints,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
473,Unlike,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
518,menu,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
758,Applets,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
734,robust,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
739,task,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
756,just,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
504,Comments,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
503,labels,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
501,Web,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
752,If,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
494,error,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
493,points,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
714,member,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
552,bar,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
711,tothe,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
765,yet,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
594,available,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
444,false,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
773,Assignment,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
447,dynamically,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
695,hardware,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
771,integer,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
581,TRUE,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
491,codeint,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
449,argument,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
598,however,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
579,invoked,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
701,IEEE,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
571,Create,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
703,thesame,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
567,ignored,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
705,containing,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
707,ButtonsButton,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
708,perform,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
767,secure,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
558,bad,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
698,itself,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
536,AppletName,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
1012,once,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
787,handling,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
159,more,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
164,comparison,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
172,So,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
173,particular,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
907,complete,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
899,Every,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
414,Portability,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
206,constant3,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
897,stylecomments,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
223,them,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
232,lifecycle,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
927,versions,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
239,documentation,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
254,interpreted,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
256,suspend,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
259,left,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
863,constructor,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
272,window,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
273,continue,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
275,World,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
278,non,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
283,break,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
291,instanceof,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
297,Simple,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
242,their,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
152,Hello,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
150,concatenate,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
149,contains,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
8,existing,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
14,alt,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
15,causes,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
24,environment,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
999,calls,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
998,longer,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
997,Constant,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
992,structure,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
47,syntax,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
986,ExpressionsItemExamples,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
52,level,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
55,TrivialApplet,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
57,list,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
61,freed,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
63,dereference,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
976,Wide,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
975,inC,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
75,second,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
78,initialized,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
965,awt,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
946,setTitle,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
127,addresses,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
933,placed,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
139,unit,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
931,bounds,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
850,host,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
847,Accessing,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
204,specific,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
660,instantiated,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
334,illustrate,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
344,standard,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
790,ObjectsA,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
821,added,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
795,execution,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
833,However,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
375,features,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
834,subclass,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
824,Employee,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
411,II,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
352,Strings,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
383,Program,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
360,creates,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
835,idi,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
341,Declarations,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
384,done,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
959,compared,1,4.037630718294505e-05,0.0,0.0
803,translates,1,4.037630718294505e-05,0.0,0.0
960,CollectionAn,1,4.037630718294505e-05,0.0,0.0
961,Thisstatement,1,4.037630718294505e-05,0.0,0.0
972,depot,1,4.037630718294505e-05,0.0,0.0
969,becomes,1,4.037630718294505e-05,0.0,0.0
963,index,1,4.037630718294505e-05,0.0,0.0
685,StatementsStatementExamplesifif,1,4.037630718294505e-05,0.0,0.0
777,javaBasics,1,4.037630718294505e-05,0.0,0.0
958,incorrect,1,4.037630718294505e-05,0.0,0.0
968,details,1,4.037630718294505e-05,0.0,0.0
684,applies,1,4.037630718294505e-05,0.0,0.0
688,suffixdouble,1,4.037630718294505e-05,0.0,0.0
954,Memory,1,4.037630718294505e-05,0.0,0.0
689,malloc,1,4.037630718294505e-05,0.0,0.0
929,onetwo,1,4.037630718294505e-05,0.0,0.0
930,whiledo,1,4.037630718294505e-05,0.0,0.0
775,guaranteed,1,4.037630718294505e-05,0.0,0.0
815,often,1,4.037630718294505e-05,0.0,0.0
811,page,1,4.037630718294505e-05,0.0,0.0
934,arithmeticJava,1,4.037630718294505e-05,0.0,0.0
935,converted,1,4.037630718294505e-05,0.0,0.0
937,SemanticsWe,1,4.037630718294505e-05,0.0,0.0
957,fill,1,4.037630718294505e-05,0.0,0.0
938,arraya,1,4.037630718294505e-05,0.0,0.0
810,returnreturn,1,4.037630718294505e-05,0.0,0.0
943,Stacks,1,4.037630718294505e-05,0.0,0.0
945,modules,1,4.037630718294505e-05,0.0,0.0
693,Javavariables,1,4.037630718294505e-05,0.0,0.0
808,translated,1,4.037630718294505e-05,0.0,0.0
947,deep,1,4.037630718294505e-05,0.0,0.0
956,pointerYou,1,4.037630718294505e-05,0.0,0.0
690,inJava,1,4.037630718294505e-05,0.0,0.0
941,say,1,4.037630718294505e-05,0.0,0.0
979,jperforms,1,4.037630718294505e-05,0.0,0.0
981,Double,1,4.037630718294505e-05,0.0,0.0
681,vspace,1,4.037630718294505e-05,0.0,0.0
789,five,1,4.037630718294505e-05,0.0,0.0
788,ifthey,1,4.037630718294505e-05,0.0,0.0
670,Storing,1,4.037630718294505e-05,0.0,0.0
1000,SemanticsPortabilityJava,1,4.037630718294505e-05,0.0,0.0
1001,ValuesArguments,1,4.037630718294505e-05,0.0,0.0
667,unnecessarily,1,4.037630718294505e-05,0.0,0.0
1002,together,1,4.037630718294505e-05,0.0,0.0
1004,Blah,1,4.037630718294505e-05,0.0,0.0
672,ExecutionThe,1,4.037630718294505e-05,0.0,0.0
784,Unicode,1,4.037630718294505e-05,0.0,0.0
1007,NetscapeNavigator,1,4.037630718294505e-05,0.0,0.0
785,intsVector,1,4.037630718294505e-05,0.0,0.0
1008,short16,1,4.037630718294505e-05,0.0,0.0
664,demand,1,4.037630718294505e-05,0.0,0.0
663,atJava,1,4.037630718294505e-05,0.0,0.0
1009,leaked,1,4.037630718294505e-05,0.0,0.0
661,methodshould,1,4.037630718294505e-05,0.0,0.0
1010,requires,1,4.037630718294505e-05,0.0,0.0
1006,implied,1,4.037630718294505e-05,0.0,0.0
783,Ifyou,1,4.037630718294505e-05,0.0,0.0
995,intentionally,1,4.037630718294505e-05,0.0,0.0
994,searches,1,4.037630718294505e-05,0.0,0.0
802,disks,1,4.037630718294505e-05,0.0,0.0
774,ParamTest,1,4.037630718294505e-05,0.0,0.0
801,reduces,1,4.037630718294505e-05,0.0,0.0
982,symbol,1,4.037630718294505e-05,0.0,0.0
800,follows,1,4.037630718294505e-05,0.0,0.0
678,single,1,4.037630718294505e-05,0.0,0.0
677,align,1,4.037630718294505e-05,0.0,0.0
983,statdo,1,4.037630718294505e-05,0.0,0.0
799,sizes,1,4.037630718294505e-05,0.0,0.0
984,codenew,1,4.037630718294505e-05,0.0,0.0
985,systemresources,1,4.037630718294505e-05,0.0,0.0
796,dimensional,1,4.037630718294505e-05,0.0,0.0
988,bitschar16,1,4.037630718294505e-05,0.0,0.0
792,commentary,1,4.037630718294505e-05,0.0,0.0
990,notpresent,1,4.037630718294505e-05,0.0,0.0
991,methodcauses,1,4.037630718294505e-05,0.0,0.0
791,burden,1,4.037630718294505e-05,0.0,0.0
674,publicly,1,4.037630718294505e-05,0.0,0.0
993,NullPointerException,1,4.037630718294505e-05,0.0,0.0
682,themout,1,4.037630718294505e-05,0.0,0.0
816,stat1case,1,4.037630718294505e-05,0.0,0.0
839,fragments,1,4.037630718294505e-05,0.0,0.0
772,also,1,4.037630718294505e-05,0.0,0.0
743,integrateyour,1,4.037630718294505e-05,0.0,0.0
867,software,1,4.037630718294505e-05,0.0,0.0
868,freeing,1,4.037630718294505e-05,0.0,0.0
828,literals,1,4.037630718294505e-05,0.0,0.0
764,Internet,1,4.037630718294505e-05,0.0,0.0
742,well,1,4.037630718294505e-05,0.0,0.0
740,undefined,1,4.037630718294505e-05,0.0,0.0
876,int00000In,1,4.037630718294505e-05,0.0,0.0
763,invalid,1,4.037630718294505e-05,0.0,0.0
738,youmust,1,4.037630718294505e-05,0.0,0.0
877,iconifyyour,1,4.037630718294505e-05,0.0,0.0
735,AppletTemplate,1,4.037630718294505e-05,0.0,0.0
878,appropriate,1,4.037630718294505e-05,0.0,0.0
879,right,1,4.037630718294505e-05,0.0,0.0
827,provided,1,4.037630718294505e-05,0.0,0.0
826,ExecutionAn,1,4.037630718294505e-05,0.0,0.0
731,user,1,4.037630718294505e-05,0.0,0.0
884,old,1,4.037630718294505e-05,0.0,0.0
737,thatspecify,1,4.037630718294505e-05,0.0,0.0
729,running,1,4.037630718294505e-05,0.0,0.0
744,Terence,1,4.037630718294505e-05,0.0,0.0
762,stored,1,4.037630718294505e-05,0.0,0.0
841,constant4float,1,4.037630718294505e-05,0.0,0.0
843,lowest,1,4.037630718294505e-05,0.0,0.0
757,elementsJava,1,4.037630718294505e-05,0.0,0.0
845,orviruses,1,4.037630718294505e-05,0.0,0.0
755,problemsbecause,1,4.037630718294505e-05,0.0,0.0
837,market,1,4.037630718294505e-05,0.0,0.0
849,thereforeJava,1,4.037630718294505e-05,0.0,0.0
753,Descriptionidi,1,4.037630718294505e-05,0.0,0.0
831,broad,1,4.037630718294505e-05,0.0,0.0
760,tobe,1,4.037630718294505e-05,0.0,0.0
751,drawing,1,4.037630718294505e-05,0.0,0.0
855,deallocating,1,4.037630718294505e-05,0.0,0.0
857,nonportable,1,4.037630718294505e-05,0.0,0.0
749,Tnew,1,4.037630718294505e-05,0.0,0.0
860,discussed,1,4.037630718294505e-05,0.0,0.0
861,compatible,1,4.037630718294505e-05,0.0,0.0
832,avoid,1,4.037630718294505e-05,0.0,0.0
746,command,1,4.037630718294505e-05,0.0,0.0
761,ObjectsIn,1,4.037630718294505e-05,0.0,0.0
885,youoverride,1,4.037630718294505e-05,0.0,0.0
886,III,1,4.037630718294505e-05,0.0,0.0
728,allocation,1,4.037630718294505e-05,0.0,0.0
904,archives,1,4.037630718294505e-05,0.0,0.0
713,linked,1,4.037630718294505e-05,0.0,0.0
906,tedious,1,4.037630718294505e-05,0.0,0.0
909,Standalone,1,4.037630718294505e-05,0.0,0.0
910,concatenated,1,4.037630718294505e-05,0.0,0.0
911,differences,1,4.037630718294505e-05,0.0,0.0
914,StatementsJava,1,4.037630718294505e-05,0.0,0.0
819,back,1,4.037630718294505e-05,0.0,0.0
903,sections,1,4.037630718294505e-05,0.0,0.0
918,src,1,4.037630718294505e-05,0.0,0.0
919,automaticallys,1,4.037630718294505e-05,0.0,0.0
921,tosubclass,1,4.037630718294505e-05,0.0,0.0
818,creation,1,4.037630718294505e-05,0.0,0.0
706,Return,1,4.037630718294505e-05,0.0,0.0
923,stat1if,1,4.037630718294505e-05,0.0,0.0
838,statwhilewhile,1,4.037630718294505e-05,0.0,0.0
924,portions,1,4.037630718294505e-05,0.0,0.0
926,places,1,4.037630718294505e-05,0.0,0.0
709,things,1,4.037630718294505e-05,0.0,0.0
901,notices,1,4.037630718294505e-05,0.0,0.0
715,amethod,1,4.037630718294505e-05,0.0,0.0
716,virtually,1,4.037630718294505e-05,0.0,0.0
888,bitslong64,1,4.037630718294505e-05,0.0,0.0
727,IV,1,4.037630718294505e-05,0.0,0.0
890,terminated,1,4.037630718294505e-05,0.0,0.0
725,beginwith,1,4.037630718294505e-05,0.0,0.0
891,Parameters,1,4.037630718294505e-05,0.0,0.0
892,area,1,4.037630718294505e-05,0.0,0.0
724,proper,1,4.037630718294505e-05,0.0,0.0
895,generatedocumentation,1,4.037630718294505e-05,0.0,0.0
723,togroup,1,4.037630718294505e-05,0.0,0.0
722,bitsint32,1,4.037630718294505e-05,0.0,0.0
896,specifically,1,4.037630718294505e-05,0.0,0.0
768,isrevisited,1,4.037630718294505e-05,0.0,0.0
823,specified,1,4.037630718294505e-05,0.0,0.0
719,difficult,1,4.037630718294505e-05,0.0,0.0
898,lifecyclemethodsThe,1,4.037630718294505e-05,0.0,0.0
718,several,1,4.037630718294505e-05,0.0,0.0
822,superclass,1,4.037630718294505e-05,0.0,0.0
900,terminates,1,4.037630718294505e-05,0.0,0.0
717,StringsJava,1,4.037630718294505e-05,0.0,0.0
817,tells,1,4.037630718294505e-05,0.0,0.0
704,whenquitting,1,4.037630718294505e-05,0.0,0.0
0,constant077nullthe,1,4.037630718294505e-05,0.0,0.0
656,thisthe,1,4.037630718294505e-05,0.0,0.0
200,calledonce,1,4.037630718294505e-05,0.0,0.0
202,something,1,4.037630718294505e-05,0.0,0.0
203,allowed,1,4.037630718294505e-05,0.0,0.0
207,native,1,4.037630718294505e-05,0.0,0.0
208,callclass,1,4.037630718294505e-05,0.0,0.0
210,Anything,1,4.037630718294505e-05,0.0,0.0
212,menus,1,4.037630718294505e-05,0.0,0.0
213,instead,1,4.037630718294505e-05,0.0,0.0
199,javadoc,1,4.037630718294505e-05,0.0,0.0
214,happens,1,4.037630718294505e-05,0.0,0.0
218,acollection,1,4.037630718294505e-05,0.0,0.0
220,surroundingit,1,4.037630718294505e-05,0.0,0.0
222,after,1,4.037630718294505e-05,0.0,0.0
225,diagram,1,4.037630718294505e-05,0.0,0.0
227,jumping,1,4.037630718294505e-05,0.0,0.0
228,designed,1,4.037630718294505e-05,0.0,0.0
229,functionthat,1,4.037630718294505e-05,0.0,0.0
235,nameListobj,1,4.037630718294505e-05,0.0,0.0
217,SecurityThe,1,4.037630718294505e-05,0.0,0.0
237,whenever,1,4.037630718294505e-05,0.0,0.0
198,scrollbars,1,4.037630718294505e-05,0.0,0.0
195,figure,1,4.037630718294505e-05,0.0,0.0
163,ObjectsAssignment,1,4.037630718294505e-05,0.0,0.0
167,programmingThe,1,4.037630718294505e-05,0.0,0.0
169,yourbrowser,1,4.037630718294505e-05,0.0,0.0
170,double64,1,4.037630718294505e-05,0.0,0.0
171,heapwould,1,4.037630718294505e-05,0.0,0.0
174,effort,1,4.037630718294505e-05,0.0,0.0
175,Byte,1,4.037630718294505e-05,0.0,0.0
177,Buttonnull,1,4.037630718294505e-05,0.0,0.0
197,bitsfloat32,1,4.037630718294505e-05,0.0,0.0
178,lowercase,1,4.037630718294505e-05,0.0,0.0
184,modified,1,4.037630718294505e-05,0.0,0.0
185,MML,1,4.037630718294505e-05,0.0,0.0
186,values,1,4.037630718294505e-05,0.0,0.0
188,Cloneable,1,4.037630718294505e-05,0.0,0.0
190,making,1,4.037630718294505e-05,0.0,0.0
191,closing,1,4.037630718294505e-05,0.0,0.0
192,executionsequence,1,4.037630718294505e-05,0.0,0.0
194,andformats,1,4.037630718294505e-05,0.0,0.0
181,allocateduntil,1,4.037630718294505e-05,0.0,0.0
162,inaccessible,1,4.037630718294505e-05,0.0,0.0
240,lines,1,4.037630718294505e-05,0.0,0.0
245,block,1,4.037630718294505e-05,0.0,0.0
287,internally,1,4.037630718294505e-05,0.0,0.0
288,linking,1,4.037630718294505e-05,0.0,0.0
289,arrayobject,1,4.037630718294505e-05,0.0,0.0
296,parameterscodebase,1,4.037630718294505e-05,0.0,0.0
299,accompanying,1,4.037630718294505e-05,0.0,0.0
300,allJava,1,4.037630718294505e-05,0.0,0.0
301,expressions,1,4.037630718294505e-05,0.0,0.0
302,DLLs,1,4.037630718294505e-05,0.0,0.0
284,effects,1,4.037630718294505e-05,0.0,0.0
304,longerneeded,1,4.037630718294505e-05,0.0,0.0
307,harm,1,4.037630718294505e-05,0.0,0.0
308,square,1,4.037630718294505e-05,0.0,0.0
309,idInteger,1,4.037630718294505e-05,0.0,0.0
310,ofC,1,4.037630718294505e-05,0.0,0.0
311,Generic,1,4.037630718294505e-05,0.0,0.0
313,related,1,4.037630718294505e-05,0.0,0.0
314,methodsRobustnessThe,1,4.037630718294505e-05,0.0,0.0
315,realobjects,1,4.037630718294505e-05,0.0,0.0
306,referred,1,4.037630718294505e-05,0.0,0.0
243,complexity,1,4.037630718294505e-05,0.0,0.0
282,objectGeneral,1,4.037630718294505e-05,0.0,0.0
279,valueOf,1,4.037630718294505e-05,0.0,0.0
247,representation,1,4.037630718294505e-05,0.0,0.0
248,order,1,4.037630718294505e-05,0.0,0.0
249,operations,1,4.037630718294505e-05,0.0,0.0
250,What,1,4.037630718294505e-05,0.0,0.0
252,bindJava,1,4.037630718294505e-05,0.0,0.0
253,pointed,1,4.037630718294505e-05,0.0,0.0
255,Jim,1,4.037630718294505e-05,0.0,0.0
257,ofyour,1,4.037630718294505e-05,0.0,0.0
281,combination,1,4.037630718294505e-05,0.0,0.0
258,looks,1,4.037630718294505e-05,0.0,0.0
262,InterfaceThe,1,4.037630718294505e-05,0.0,0.0
263,before,1,4.037630718294505e-05,0.0,0.0
266,img,1,4.037630718294505e-05,0.0,0.0
267,interesting,1,4.037630718294505e-05,0.0,0.0
268,Interfaces,1,4.037630718294505e-05,0.0,0.0
270,Macapplication,1,4.037630718294505e-05,0.0,0.0
274,systems,1,4.037630718294505e-05,0.0,0.0
277,arguments,1,4.037630718294505e-05,0.0,0.0
261,Final,1,4.037630718294505e-05,0.0,0.0
317,thatknow,1,4.037630718294505e-05,0.0,0.0
161,Multi,1,4.037630718294505e-05,0.0,0.0
157,andt,1,4.037630718294505e-05,0.0,0.0
48,AppletThe,1,4.037630718294505e-05,0.0,0.0
49,atruntime,1,4.037630718294505e-05,0.0,0.0
51,immediately,1,4.037630718294505e-05,0.0,0.0
53,deallocates,1,4.037630718294505e-05,0.0,0.0
54,issue,1,4.037630718294505e-05,0.0,0.0
56,having,1,4.037630718294505e-05,0.0,0.0
59,item,1,4.037630718294505e-05,0.0,0.0
62,literaltrue,1,4.037630718294505e-05,0.0,0.0
46,DeclarationsA,1,4.037630718294505e-05,0.0,0.0
64,deallocated,1,4.037630718294505e-05,0.0,0.0
70,objectOperatorsThe,1,4.037630718294505e-05,0.0,0.0
72,e6D,1,4.037630718294505e-05,0.0,0.0
73,lack,1,4.037630718294505e-05,0.0,0.0
74,e6F,1,4.037630718294505e-05,0.0,0.0
76,Version,1,4.037630718294505e-05,0.0,0.0
77,displays,1,4.037630718294505e-05,0.0,0.0
79,hspace,1,4.037630718294505e-05,0.0,0.0
82,what,1,4.037630718294505e-05,0.0,0.0
67,pretend,1,4.037630718294505e-05,0.0,0.0
83,abc,1,4.037630718294505e-05,0.0,0.0
45,othermachines,1,4.037630718294505e-05,0.0,0.0
43,Classes,1,4.037630718294505e-05,0.0,0.0
4,forget,1,4.037630718294505e-05,0.0,0.0
5,Forexample,1,4.037630718294505e-05,0.0,0.0
7,equivalentcode,1,4.037630718294505e-05,0.0,0.0
9,leads,1,4.037630718294505e-05,0.0,0.0
10,manager,1,4.037630718294505e-05,0.0,0.0
13,constants,1,4.037630718294505e-05,0.0,0.0
17,nested,1,4.037630718294505e-05,0.0,0.0
19,referring,1,4.037630718294505e-05,0.0,0.0
44,every,1,4.037630718294505e-05,0.0,0.0
20,proneJava,1,4.037630718294505e-05,0.0,0.0
23,structs,1,4.037630718294505e-05,0.0,0.0
29,stat2default,1,4.037630718294505e-05,0.0,0.0
30,toconvert,1,4.037630718294505e-05,0.0,0.0
35,InitializersVariables,1,4.037630718294505e-05,0.0,0.0
37,advantage,1,4.037630718294505e-05,0.0,0.0
38,outside,1,4.037630718294505e-05,0.0,0.0
40,buttonsa,1,4.037630718294505e-05,0.0,0.0
42,differently,1,4.037630718294505e-05,0.0,0.0
22,contained,1,4.037630718294505e-05,0.0,0.0
160,thedifference,1,4.037630718294505e-05,0.0,0.0
84,relieving,1,4.037630718294505e-05,0.0,0.0
86,brackets,1,4.037630718294505e-05,0.0,0.0
124,publicclass,1,4.037630718294505e-05,0.0,0.0
126,useful,1,4.037630718294505e-05,0.0,0.0
128,notnecessary,1,4.037630718294505e-05,0.0,0.0
129,When,1,4.037630718294505e-05,0.0,0.0
130,Three,1,4.037630718294505e-05,0.0,0.0
131,visible,1,4.037630718294505e-05,0.0,0.0
132,crashesduring,1,4.037630718294505e-05,0.0,0.0
133,Therefore,1,4.037630718294505e-05,0.0,0.0
122,Owner,1,4.037630718294505e-05,0.0,0.0
134,Forms,1,4.037630718294505e-05,0.0,0.0
136,apply,1,4.037630718294505e-05,0.0,0.0
137,copyJava,1,4.037630718294505e-05,0.0,0.0
138,testCommentsJava,1,4.037630718294505e-05,0.0,0.0
140,flavors,1,4.037630718294505e-05,0.0,0.0
144,takes,1,4.037630718294505e-05,0.0,0.0
147,remains,1,4.037630718294505e-05,0.0,0.0
148,illegal,1,4.037630718294505e-05,0.0,0.0
153,leaks,1,4.037630718294505e-05,0.0,0.0
135,stat2switchswitch,1,4.037630718294505e-05,0.0,0.0
85,stat3,1,4.037630718294505e-05,0.0,0.0
121,codedirectly,1,4.037630718294505e-05,0.0,0.0
119,Your,1,4.037630718294505e-05,0.0,0.0
88,Javaobject,1,4.037630718294505e-05,0.0,0.0
90,npackage,1,4.037630718294505e-05,0.0,0.0
93,ConstantsVariables,1,4.037630718294505e-05,0.0,0.0
94,UNICODE,1,4.037630718294505e-05,0.0,0.0
95,Put,1,4.037630718294505e-05,0.0,0.0
99,body,1,4.037630718294505e-05,0.0,0.0
101,availablefor,1,4.037630718294505e-05,0.0,0.0
102,TypeDescriptionbooleantrue,1,4.037630718294505e-05,0.0,0.0
120,ApplicationConsider,1,4.037630718294505e-05,0.0,0.0
